部件報告

測量設定資料名,2026最新版本-5880-大尾巴-完整Set-軟墊量測
測量日期及時間,2026/1/8 下午 04:16:32
批號,
串列計數器,1264-241202
擔當者,
商品名,
測量機器,KEYENCE LM-X Series(DESKTOP-O5ESJ05)
綜合判定,NG
備註,

＜測量結果＞
No,測量專案,實測值,單位,設計值,上限公差,下限公差,判斷
201,AA區平面度[113],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[114],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[115],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[116],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[117],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[118],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[119],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[120],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[121],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[122],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[123],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[124],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[125],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[126],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[127],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[128],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[129],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[130],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[131],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[132],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[133],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[134],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[135],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[136],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[137],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[138],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[139],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[140],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[141],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[142],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[143],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[144],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[145],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[146],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[147],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[148],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[149],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[150],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[151],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[152],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[153],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[154],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[155],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[156],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[157],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[158],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[159],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[160],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[161],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[162],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[163],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[164],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[165],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[166],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[167],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[168],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[169],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[170],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[171],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[172],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[173],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[174],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[175],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[176],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[177],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[178],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[179],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[180],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[181],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[182],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[183],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[184],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[185],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[186],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[187],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[188],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[189],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[190],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[191],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[192],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[193],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[194],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[195],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[196],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[197],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[198],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[199],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[200],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[201],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[202],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[203],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[204],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[205],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[206],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[207],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[208],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[209],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[210],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[211],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[212],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[213],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[214],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[215],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[216],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[217],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[218],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[219],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[220],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[221],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[222],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[223],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[224],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[225],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[226],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[227],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[228],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[229],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[230],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[231],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[232],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[233],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[234],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[235],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[236],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[237],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[238],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[239],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[240],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[241],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[242],0.008,mm,0.000,0.000,0.000,---,
201,AA區平面度[243],0.008,mm,0.000,0.000,0.000,---,
201,AA區平面度[244],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[245],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[246],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[247],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[248],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[249],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[250],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[251],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[252],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[253],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[254],-0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[255],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[256],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[257],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[258],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[259],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[260],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[261],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[262],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[263],0.008,mm,0.000,0.000,0.000,---,
201,AA區平面度[264],0.009,mm,0.000,0.000,0.000,---,
201,AA區平面度[265],0.007,mm,0.000,0.000,0.000,---,
201,AA區平面度[266],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[267],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[268],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[269],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[270],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[271],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[272],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[273],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[274],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[275],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[276],-0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[277],-0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[278],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[279],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[280],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[281],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[282],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[283],0.005,mm,0.000,0.000,0.000,---,
201,AA區平面度[284],0.007,mm,0.000,0.000,0.000,---,
201,AA區平面度[285],0.008,mm,0.000,0.000,0.000,---,
201,AA區平面度[286],0.010,mm,0.000,0.000,0.000,---,
201,AA區平面度[287],0.009,mm,0.000,0.000,0.000,---,
201,AA區平面度[288],0.010,mm,0.000,0.000,0.000,---,
201,AA區平面度[289],0.007,mm,0.000,0.000,0.000,---,
201,AA區平面度[290],0.006,mm,0.000,0.000,0.000,---,
201,AA區平面度[291],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[292],0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[293],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[294],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[295],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[296],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[297],-0.002,mm,0.000,0.000,0.000,---,
201,AA區平面度[298],-0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[299],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[300],0.000,mm,0.000,0.000,0.000,---,
201,AA區平面度[301],0.001,mm,0.000,0.000,0.000,---,
201,AA區平面度[302],0.004,mm,0.000,0.000,0.000,---,
201,AA區平面度[303],0.003,mm,0.000,0.000,0.000,---,
201,AA區平面度[304],0.007,mm,0.000,0.000,0.000,---,
201,AA區平面度[305],0.010,mm,0.000,0.000,0.000,---,
201,AA區平面度[306],0.011,mm,0.000,0.000,0.000,---,
201,AA區平面度[307],0.011,mm,0.000,0.000,0.000,---,
201,AA區平面度[308],0.015,mm,0.000,0.000,0.000,---,
202,2點間距離003,0.005,mm,0.000,0.000,0.000,---,
203,2點間距離004,0.001,mm,0.000,0.000,0.000,---,
204,2點間距離005,0.020,mm,0.000,0.000,0.000,---,
205,2點間距離006,0.002,mm,0.000,0.000,0.000,---,
206,2點間距離007,0.003,mm,0.000,0.000,0.000,---,
